Date,SiteId,BeamId,Latitude,Longitude
5/23/2018,VSAT016,3,71.01850971,-15.13069654
5/24/2018,VSAT016,4,53.03189547,23.43527487
5/24/2018,VSAT023,2,50.69710156,11.61575965
5/24/2018,VSAT019,2,97.54717148,3.295597795
5/24/2018,VSAT018,5,41.11319688,-79.73882656
5/22/2018,VSAT014,4,97.8009449,-75.91873441
5/19/2018,VSAT017,2,-1.810361593,-72.93451107
5/20/2018,VSAT015,3,-7.00110043,64.85056868
5/28/2018,VSAT011,5,-98.16645589,37.89432748
5/24/2018,VSAT004,3,-51.66605403,-28.7689823
5/21/2018,VSAT009,5,97.93801594,-17.90858187
5/21/2018,VSAT020,5,-66.71405228,53.18801845
5/25/2018,VSAT011,2,12.34608058,21.23570706
5/25/2018,VSAT002,5,-3.778594963,-81.06144272
5/20/2018,VSAT013,2,-68.14921941,-96.29751134
5/23/2018,VSAT023,2,-24.14139051,-98.27433835
5/21/2018,VSAT011,3,30.29578605,13.84365598
5/21/2018,VSAT021,6,65.18043124,-12.90655693
5/24/2018,VSAT011,1,-36.54226309,-2.858998856
5/22/2018,VSAT009,5,94.94909092,-62.93945653
5/20/2018,VSAT020,1,-44.42581852,50.5724855
5/22/2018,VSAT011,2,53.9079182,45.71266862
5/26/2018,VSAT020,5,49.76074578,-66.92719149
5/25/2018,VSAT022,4,-19.6106185,-76.4609906
5/26/2018,VSAT019,6,-25.74619231,-65.12766142
5/26/2018,VSAT016,3,-94.47478117,19.01379875
5/27/2018,VSAT014,1,38.14601167,-72.96325603
5/27/2018,VSAT018,1,-35.06288626,27.3514946
5/22/2018,VSAT001,4,-2.560347037,84.63616485
5/23/2018,VSAT022,6,57.65169343,84.56649755
5/22/2018,VSAT021,1,55.62290299,-76.21623432
5/21/2018,VSAT021,2,27.01210104,-81.35269352
5/24/2018,VSAT017,3,-24.40041982,97.77532991
5/27/2018,VSAT002,1,71.82961146,-87.67673535
5/22/2018,VSAT011,6,82.55026467,-97.58154935
5/23/2018,VSAT016,6,-14.65739127,83.3274776
5/27/2018,VSAT010,2,22.92332988,79.56027951
5/23/2018,VSAT023,2,-7.535231301,92.93672918
5/21/2018,VSAT021,1,93.79737263,-89.47056319
5/28/2018,VSAT001,5,97.58529635,-10.04274154
5/27/2018,VSAT021,1,13.82392254,60.30306876
5/23/2018,VSAT005,6,-68.53834971,96.86709003
5/19/2018,VSAT017,2,-66.00113749,68.99023845
5/28/2018,VSAT001,5,39.43201577,13.05907862
5/21/2018,VSAT018,6,-62.56906317,-40.94516393
5/22/2018,VSAT022,5,-14.39849771,85.52591324
5/21/2018,VSAT012,2,-80.1976601,26.72851064
5/22/2018,VSAT006,2,-7.255102931,11.37315856
5/26/2018,VSAT001,2,46.74017011,54.43529665
5/26/2018,VSAT014,4,-97.18672607,-13.3389211
5/19/2018,VSAT019,1,1.602860452,12.52257661
5/26/2018,VSAT004,3,78.93556296,62.87992123
5/27/2018,VSAT007,3,-29.75282506,-19.10050683
5/19/2018,VSAT016,1,18.08156427,-33.41845519
5/25/2018,VSAT017,5,-55.87773445,85.92604207
5/22/2018,VSAT023,5,67.76006669,-56.30817532
5/28/2018,VSAT018,6,66.72915581,56.76112269
5/27/2018,VSAT005,3,14.99375842,-6.58705158
5/25/2018,VSAT012,5,28.44437155,41.01332975
5/27/2018,VSAT023,1,-37.05677372,98.96287479
5/27/2018,VSAT004,6,79.46546095,37.30710806
5/28/2018,VSAT012,3,92.51663536,-95.77808748
5/19/2018,VSAT001,3,77.39219498,-95.10482787
5/28/2018,VSAT004,3,-54.02429733,-73.37510816
5/28/2018,VSAT007,3,37.74421398,-4.590985521
5/25/2018,VSAT009,1,76.40595286,-23.75540278
5/22/2018,VSAT020,3,-18.35896444,-93.24987689
5/28/2018,VSAT018,6,91.51384584,36.87021802
5/28/2018,VSAT004,3,-60.94996891,28.50349252
5/23/2018,VSAT002,1,68.67974209,-42.36609201
5/26/2018,VSAT013,2,48.42879202,44.83744293
5/24/2018,VSAT016,6,-49.43434061,8.626454309
5/25/2018,VSAT005,2,-52.30579087,-35.21023981
5/27/2018,VSAT018,5,73.05812025,56.48065981
5/25/2018,VSAT020,1,-32.1079076,33.25302736
5/28/2018,VSAT007,1,-30.01990964,-88.76899856
5/23/2018,VSAT002,3,-36.75175395,-5.88614026
5/19/2018,VSAT016,2,50.52672708,40.1663614
5/25/2018,VSAT016,4,45.89808481,-27.77032624
5/24/2018,VSAT016,5,-10.27847249,-38.71350326
5/21/2018,VSAT019,3,34.84593268,-51.03431952
5/28/2018,VSAT017,5,98.80698391,68.20147859
5/23/2018,VSAT018,4,-43.81414157,-72.03281186
5/25/2018,VSAT023,4,29.06888341,-49.78162302
5/21/2018,VSAT021,3,-90.15870669,16.97448114
5/23/2018,VSAT023,6,-60.3759374,-76.2564442
5/20/2018,VSAT015,6,62.26170109,42.3806555
5/25/2018,VSAT013,3,41.28348334,91.74860382
5/20/2018,VSAT013,4,-72.95903558,97.73857783
5/19/2018,VSAT012,1,61.31478958,-85.3132969
5/19/2018,VSAT004,4,71.71735056,93.37206633
5/22/2018,VSAT009,3,-15.05128262,45.44629154
5/20/2018,VSAT018,4,34.12593257,-6.432569
5/24/2018,VSAT005,4,-70.50849066,96.88261993
5/19/2018,VSAT012,5,-78.40289527,-85.96039684
5/26/2018,VSAT010,2,-11.50032123,-47.8336973
5/26/2018,VSAT012,4,3.100066859,-64.54922677
5/24/2018,VSAT001,2,3.878716882,-1.287930961
5/28/2018,VSAT010,1,6.072508121,-29.26529676
5/20/2018,VSAT016,1,25.63394979,-12.97135766
5/20/2018,VSAT022,2,18.95594459,89.10471882
5/20/2018,VSAT021,5,50.42751892,-9.83786441
5/22/2018,VSAT023,5,-49.84762642,57.58174136
5/24/2018,VSAT020,2,-13.7762819,86.67170483
5/27/2018,VSAT023,1,25.0117248,-67.8625458
5/19/2018,VSAT007,1,-62.8815884,-75.13281909
5/23/2018,VSAT007,1,-51.31196532,-1.353655727
5/27/2018,VSAT022,1,53.63841086,6.024817952
5/19/2018,VSAT023,2,-62.78414618,46.89547359
5/22/2018,VSAT003,2,8.257992274,-43.65598077
5/20/2018,VSAT017,5,62.5701265,18.72772323
5/26/2018,VSAT007,6,7.815980267,49.54335426
5/23/2018,VSAT006,4,-65.82047577,-33.71362054
5/24/2018,VSAT006,4,-52.20592489,82.58899833
5/26/2018,VSAT012,2,-88.07433101,40.23117951
5/23/2018,VSAT003,1,-37.90024893,80.48681897
5/26/2018,VSAT012,6,54.5418318,37.61969179
5/23/2018,VSAT009,4,-8.270480948,-95.07004715
5/27/2018,VSAT020,5,-65.67247942,52.2920468
5/19/2018,VSAT010,2,-72.77174809,81.05492274
5/28/2018,VSAT007,4,41.72259863,-66.09279588
5/27/2018,VSAT022,3,-6.992249114,43.54258774
5/24/2018,VSAT010,1,81.81673267,66.17067229
5/20/2018,VSAT011,2,60.53405606,-26.04450844
5/23/2018,VSAT002,5,-23.84662922,-80.80060966
5/20/2018,VSAT021,3,9.991362986,-30.15666488
5/27/2018,VSAT007,3,-96.8667234,-45.18787166
5/27/2018,VSAT021,2,20.56236497,73.60968987
5/22/2018,VSAT020,1,-54.72632694,32.47248218
5/23/2018,VSAT014,1,-95.58561233,67.92353196
5/19/2018,VSAT012,6,-69.62543808,24.1339939
5/28/2018,VSAT009,5,4.73438677,-70.59229209
5/27/2018,VSAT002,4,-98.74313387,98.0592703
5/27/2018,VSAT014,4,-57.64472332,69.9722551
5/24/2018,VSAT014,2,-62.26524261,68.09055332
5/19/2018,VSAT014,5,15.82600036,-21.18580782
5/22/2018,VSAT010,3,19.02887408,-8.761297673
5/24/2018,VSAT019,2,24.59386979,18.55533312
5/23/2018,VSAT016,4,-52.10250282,-28.96490531
5/22/2018,VSAT012,2,-47.4162274,-60.62415072
5/19/2018,VSAT001,1,21.15144925,5.38225125
5/19/2018,VSAT021,5,9.751962492,-20.41278721
5/21/2018,VSAT007,4,-15.77760983,-81.72703543
5/26/2018,VSAT009,6,-26.5966781,98.65038655
5/27/2018,VSAT019,5,75.96888791,20.11790799
5/22/2018,VSAT021,2,7.891860282,70.29839832
5/20/2018,VSAT005,6,-7.895765505,29.89369609
5/19/2018,VSAT011,1,85.5726673,-55.29157146
5/27/2018,VSAT011,6,-52.33605786,-24.4170649
5/26/2018,VSAT022,2,-43.5750736,-71.92124131
5/20/2018,VSAT004,3,32.50425353,-75.0787901
5/23/2018,VSAT021,6,16.72879056,-44.89147353
5/22/2018,VSAT020,1,74.90335257,-63.17912467
5/20/2018,VSAT016,2,50.87521403,94.10820869
5/25/2018,VSAT015,5,-18.35089514,-50.80402397
5/24/2018,VSAT006,2,22.77244124,6.52527145
5/24/2018,VSAT020,5,63.89806266,-45.07472905
5/21/2018,VSAT008,5,5.344072549,-87.90270148
5/20/2018,VSAT019,5,59.81304334,18.59974961
5/23/2018,VSAT018,2,-77.60856861,96.18971959
5/21/2018,VSAT014,1,53.68739654,51.29313151
5/26/2018,VSAT016,3,51.59098185,57.1562443
5/20/2018,VSAT013,5,76.23561612,-13.32529704
5/19/2018,VSAT001,3,21.26243406,-31.00716093
5/27/2018,VSAT018,5,-49.67016452,-21.74602915
5/23/2018,VSAT009,6,32.63022546,-50.53164556
5/26/2018,VSAT017,2,73.72709568,-18.39670962
